Date Added,Company,Title,Location,Source,URL,Description,ATS Score,Resume Version,Status,Date Applied,Notes,Last Updated
2026-02-22,**Roblox**,New Grad 2026: Associate Product Manager,"San Mateo, CA",GitHub Lists,https://careers.roblox.com/jobs/7167343?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Roblox**,New Grad 2026: Associate Product Designer 🛂,"San Mateo, CA",GitHub Lists,https://careers.roblox.com/jobs/7167345?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Nutanix**,Software Engineer 1 / Early Career - Backend C++/Linux/AWS-S3,"Durham, NC",GitHub Lists,https://jobs.jobvite.com/nutanix/job/oGXDxfwx?nl=1&nl=1&fr=false&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Garmin**,Software Engineer I - Embedded Software,"Olathe, KS",GitHub Lists,https://careers.garmin.com/jobs/16827?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Commure**,New Grad 2026: Software Engineer,"Mountain View, CA",GitHub Lists,https://www.commure.com/careers-detail?ashby_jid=00dbfa4a-986c-4c98-a966-47874d1ff0f8&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Atlassian**,New Grad 2026: Software Engineer,"Seattle, WA",GitHub Lists,https://careers-americas.icims.com/jobs/20901/software-engineer%252c-2026-graduate-u.s./job?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: AI/ML Software Engineer (Data Platform TikTok BP),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7541178634444589319?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Samsara**,New Grad: Software Engineering,"San Francisco, CA",GitHub Lists,https://www.samsara.com/company/careers/roles/7172579?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Software Engineer (AI Applications),"San Jose, CA",GitHub Lists,https://joinbytedance.com/search/7540808448918079752?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Tesla**,"Machine Learning Engineer, Embodied Intelligence, Optimus","Palo Alto, CA",GitHub Lists,https://www.tesla.com/careers/search/job/249027?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**PayPal**,New Grad: Software Engineer,"**5 locations**San Jose, CAChicago, ILOmaha, NEScottsdale, AZAustin, TX",GitHub Lists,https://paypal.eightfold.ai/careers/job/274908747686?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Harvey**,New Grad: Software Engineer,"San Francisco, CA",GitHub Lists,https://jobs.ashbyhq.com/harvey/fe8e594b-f2e1-453b-8a0d-e0b0bfdf745b?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Epsilon**,"New Grad 2025: Associate, Software Engineer","Irving, TX",GitHub Lists,https://careers.publicisgroupe.com/jobs/119914?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Apple**,"Accessibility Engineer, IS&T, Early Career","Sunnyvale, CA",GitHub Lists,https://jobs.apple.com/en-us/details/200615794-3956/accessibility-engineer-is-t-early-career?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**AMD**,Graphics Software Development Engineer,"Bellevue, WA",GitHub Lists,https://careers.amd.com/careers-home/jobs/68553?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Tesla**,"AI Engineer, Multimodal Model Optimization, Autonomy & Robotics","Palo Alto, CA",GitHub Lists,https://www.tesla.com/careers/search/job/248886?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Video-on-Demand Algorithm),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7538319953965287698?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,Product Manager Ads Measurement Graduate (Measurement Signal and Privacy Product),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7538903496654407943?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,Product Manager Ads Attribution and Measurement Graduate (Measurement Signal and Privacy Product),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7538896306908252434?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,Special Project Strategist Graduate (TikTok Shop - Operations),"Los Angeles, CA",GitHub Lists,https://lifeattiktok.com/search/7538571931517159698?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Software Engineer (Dev Infra),"San Jose, CA",GitHub Lists,https://joinbytedance.com/search/7536272435440716040?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Software Engineer in ML Systems,"San Jose, CA",GitHub Lists,https://joinbytedance.com/search/7265752342699837757?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**qode.world**,Junior Software Developer,NJ,GitHub Lists,https:/.workable.com/qodeworld/j/5718A36818/?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**L2TMedia**,Junior Digital Media Data Analyst,"Evanston, IL",GitHub Lists,https://l2tmediallc.applytojob.com/b2dvJrHuSV/Junior-Digital-Media-Data-Analyst?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**BAE Systems**,Junior Software Engineer 🇺🇸,"Hill AFB, UT",GitHub Lists,https://jobs.baesystems.com/global/en/job/BAE1US115338BREXTERNAL/Junior-Software-Engineer?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer (Commerce Ads),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7538213896365689096?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer (Live Service),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7538325771954637074?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer (Media Engine),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7538320612860446994?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,Machine Learning Engineer Graduate (TikTok Short Video Content Understanding/Multimodal Recommendation),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7534982208201984274?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer (Media Platform),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7538318336657606930?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Foundation Platform),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7538325343598741767?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**SoFi**,New Grad 2025: Fullstack Software Engineer,"Seattle, WAHelena, MT",GitHub Lists,https://www.sofi.com/careers/sofi-university/?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Software Engineer (Edge Platform),"San Jose, CA",GitHub Lists,https://joinbytedance.com/search/7538120693880834322?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Cloud Network Engineer (Physical Network Infra),"Seattle, WA",GitHub Lists,https://joinbytedance.com/search/7538433821165259015?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Network Engineer (Physical Network Infra),"San Jose, CA",GitHub Lists,https://joinbytedance.com/search/7538106304578963730?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Trexquant**,Quantitative Researcher - Early Career,"Stamford, CT",GitHub Lists,https:/.workable.com/trexquant/j/A634E0E3F4?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,"New Grad 2026: Product Manager, Content Ecosystem","San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532815853353863432?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Product Manager (SMB),"Austin, TX",GitHub Lists,https://lifeattiktok.com/search/7534966101852539144?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Product Manager Graduate (TikTok Shop User Product),"Seattle, WA",GitHub Lists,https://lifeattiktok.com/search/7532281787985840392?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Machine Learning Engineer (Monetization Technology - TikTok Ads Creative & Ecosystem),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7535606471191824647?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Suno**,"Software Engineer, Early Career","Boston, MANew York, NY",GitHub Lists,https://jobs.ashbyhq.com/suno/991c9785-9bd5-499a-98aa-146e8c947752?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Roblox**,Software Engineer - Early Career,"San Mateo, CA",GitHub Lists,https://careers.roblox.com/jobs/7114754?gh_jid=7114754&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Remodel Health**,Junior Software Engineer,"Indianapolis, IN",GitHub Lists,https://remodelhealth.com/resources/job/?gh_jid=4880033008&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**i3**,Entry Level Full-Stack Software Engineer,"Huntsville, AL",GitHub Lists,https://careers-i3-corps.icims.com/jobs/4833/job?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Hudson River Trading**,New Grad 2026: Algorithm Developer,"New York, NY",GitHub Lists,https://www.hudsonrivertrading.com/hrt-job/algorithm-developer-quant-researcher-2026-grads/?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Gannett Fleming**,Entry Level Software Developer 🛂,"San Diego, CAChicago, IL",GitHub Lists,https://careers-gannettfleming.icims.com/jobs/12404/entry-level-software-developer/job?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Network Engineer (Edge Network),"San Jose, CA",GitHub Lists,https://jobs.bytedance.com/en/position/7537121677185534216/detail?spread=BSPP2KS&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Software Engineer (Applied Machine Learning - Enterprise),"San Jose, CA",GitHub Lists,https://jobs.bytedance.com/en/position/7532538236133902599/detail?spread=BSPP2KS&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Software Engineer Graduate (Applied Machine Learning - MLDev),"San Jose, CA",GitHub Lists,https://jobs.bytedance.com/en/position/7535233571066349842/detail?spread=BSPP2KS&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**BRM**,Entry Level Software Engineer,"San Francisco, CA",GitHub Lists,https://jobs.ashbyhq.com/brm.ai/05cad7f7-2194-480d-8e70-7338cfd2a189/application?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Boston Scientific**,Software Engineer I - Engineering - Development,"Roseville, MN",GitHub Lists,https://bostonscientific.eightfold.ai/careers/job/563602803047194?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate - Data-Search,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533719102990190866?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate PGC,"Seattle, WA",GitHub Lists,https://lifeattiktok.com/search/7532631803707263240?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,"SDET, Software Development Engineer in Test Graduate (TikTok Eng Test-Privacy Product)","San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533387057666754834?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate Open Platform,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532626353242786055?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate Product Infrastructure,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533106620768012562?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate Search,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532627070011771154?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate User Growth,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532629934058178824?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer (Experimentation and Evaluation),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533278507406182674?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate Intelligent Creation,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532629935045232903?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533289397581842696?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Machine Learning Engineer Graduate -Search E-Commerce,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7534641209890588946?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate Mobile Reliability (Android),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7534794210978187527?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Data Engineer (Data Platfrom TikTok BP),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533292447687493896?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Data Engineer (E-commerce),"Seattle, WA",GitHub Lists,https://lifeattiktok.com/search/7533292831260920082?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Machine Learning Engineer - Local Services Search (BS/MS),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7534641468595489032?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,"Frontend Engineer Graduate, Trust and Safety","Seattle, WA",GitHub Lists,https://lifeattiktok.com/search/7530759729113680135?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Monetization Technology - Brand Ads),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7535599554659010834?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate Social,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532627070011230482?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Data Arch - Data Ecosystem ),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7535220808265681159?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,Site Reliability Engineer Graduate (Compute Platform),"Seattle, WA",GitHub Lists,https://lifeattiktok.com/search/7535544480956483848?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Machine Learning Engineer (Brand Ads),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7535396503751772423?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Data Platfrom TikTok BP),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7535528357414570248?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Machine Learning Engineer - Data - Search,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533371534829095175?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,"New Grad 2026: (Machine Learning Engineer, Data-Search-TikTok Recommendation","San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533377192370194706?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Data Arch - ShortText Rec) (BS/MS),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7535250563068528903?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Data Arch - AI/ML Infrastructure),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7535215880842791176?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,Product Security Engineer Graduate (Security Assurance),"Seattle, WA",GitHub Lists,https://lifeattiktok.com/search/7533712518582503687?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,"SDET, Software Development Engineer in Test Graduate (TikTok Eng Test-PGC)","San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7533739605041645832?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Tesla**,"Machine Learning Engineer, Model Optimization & Deployment, Optimus","Palo Alto, CA",GitHub Lists,https://www.tesla.com/careers/search/job/247659?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,Site Reliability Engineer Graduate [Security Engineering-US],"San Jose, CA",GitHub Lists,https://jobs.bytedance.com/en/position/7534838755829696776/detail?spread=BSPP2KS&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,"New Grad 2026: Software Engineer, Authorization-US","San Jose, CA",GitHub Lists,https://jobs.bytedance.com/en/position/7531126749275851026/detail?spread=BSPP2KS&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Ramp**,New Grad 2026: Software Engineer - Frontend,"New York, NY",GitHub Lists,https://jobs.ashbyhq.com/ramp/a1229aec-1105-4c47-8533-b912e732ed89?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Ramp**,New Grad 2026: Software Engineer - Backend,"New York, NY",GitHub Lists,https://jobs.ashbyhq.com/ramp/83075cf0-9c22-4475-9c6b-e21923a96df8?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Meta**,New Grad 2026: Product Security Engineer,"Bellevue, WAMenlo Park, CA",GitHub Lists,https://www.metacareers.com/jobs/609052015548260?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer (Ads ML Infrastructure),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7531158600791705874?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Machine Learning Engineer Graduate (Lead Ads Technology),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532240517976721671?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Machine Learning/Research Engineer (Ads Core Global),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532349111480273159?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Machine Learning Engineer (Commerce Ads),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7531158608336242962?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer/Mobile Engineer Graduate (Monetization Technology - Ads Core Demonstration),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532436539684702471?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate Live-Foundation-Ecosystem,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532631803707738376?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,Software Development Engineer in Test Graduate (Trust and Safety),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7530765464767826184?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Monetization Technology - Ads Creative),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7532457296103295239?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,"Research Scientist Graduate- CV/NLP/Multimodal LLM, Trust and Safety","San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7530772847212644616?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2026: Software Engineer Graduate (Ads Measurement Signal Technology),"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7531161909615593735?spread=5MWH5CQ&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Qualtrics**,Software Engineer I - PAAS,"Seattle, WA",GitHub Lists,https://www.qualtrics.com/careers/us/en/job/QUALUS6922762EXTERNALENUS/Software-Engineer-I-PAAS?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**Qualtrics**,Machine Learning Engineer,"Seattle, WA",GitHub Lists,https://www.qualtrics.com/careers/us/en/job/QUALUS6580294EXTERNALENUS/Machine-Learning-Engineer?utm_source=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Software Engineer,"San Jose, CA",GitHub Lists,https://jobs.bytedance.com/en/position/7532618536427391240/detail?spread=BSPP2KS&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**ByteDance**,New Grad 2026: Backend Software Engineer (Customer Service Platform),"Seattle, WA",GitHub Lists,https://jobs.bytedance.com/en/position/7527836662400026898/detail?spread=BSPP2KS&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
2026-02-22,**TikTok**,New Grad 2025: Product Manager,"San Jose, CA",GitHub Lists,https://lifeattiktok.com/search/7400808756194461961?spread=5MWH5CQ&utm_source=apmseason&utm_source=vansh&ref=vansh,Sourced from community GitHub repository: README.md,,,NEW,,,2026-02-22 21:17:45
